TIME_ID,DAY_NAME,DAY_NUMBER_IN_WEEK,DAY_NUMBER_IN_MONTH,CALENDAR_WEEK_NUMBER,FISCAL_WEEK_NUMBER,WEEK_ENDING_DAY,WEEK_ENDING_DAY_ID,CALENDAR_MONTH_NUMBER,FISCAL_MONTH_NUMBER,CALENDAR_MONTH_DESC,CALENDAR_MONTH_ID,FISCAL_MONTH_DESC,FISCAL_MONTH_ID,DAYS_IN_CAL_MONTH,DAYS_IN_FIS_MONTH,END_OF_CAL_MONTH,END_OF_FIS_MONTH,CALENDAR_MONTH_NAME,FISCAL_MONTH_NAME,CALENDAR_QUARTER_DESC,CALENDAR_QUARTER_ID,FISCAL_QUARTER_DESC,FISCAL_QUARTER_ID,DAYS_IN_CAL_QUARTER,DAYS_IN_FIS_QUARTER,END_OF_CAL_QUARTER,END_OF_FIS_QUARTER,CALENDAR_QUARTER_NUMBER,FISCAL_QUARTER_NUMBER,CALENDAR_YEAR,CALENDAR_YEAR_ID,FISCAL_YEAR,FISCAL_YEAR_ID,DAYS_IN_CAL_YEAR,DAYS_IN_FIS_YEAR,END_OF_CAL_YEAR,END_OF_FIS_YEAR
19-03-99,Friday,5,19,11,11,21-03-99,1603,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
20-03-99,Saturday,6,20,11,11,21-03-99,1603,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
21-03-99,Sunday,7,21,11,11,21-03-99,1603,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
22-03-99,Monday,1,22,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
23-03-99,Tuesday,2,23,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
24-03-99,Wednesday,3,24,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
25-03-99,Thursday,4,25,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
26-03-99,Friday,5,26,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
27-03-99,Saturday,6,27,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
28-03-99,Sunday,7,28,12,12,28-03-99,1651,3,3,1999-03,1686,1999-03,1734,31,28,31-03-99,28-03-99,March,March,1999-01,1773,1999-01,1789,90,91,31-03-99,28-03-99,1,1,1999,1803,1999,1807,365,364,31-12-99,26-12-99
29-03-99,Monday,1,29,13,13,04-04-99,1482,3,4,1999-03,1686,1999-04,1735,31,28,31-03-99,25-04-99,March,April,1999-01,1773,1999-02,1790,90,91,31-03-99,27-06-99,1,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
30-03-99,Tuesday,2,30,13,13,04-04-99,1482,3,4,1999-03,1686,1999-04,1735,31,28,31-03-99,25-04-99,March,April,1999-01,1773,1999-02,1790,90,91,31-03-99,27-06-99,1,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
31-03-99,Wednesday,3,31,13,13,04-04-99,1482,3,4,1999-03,1686,1999-04,1735,31,28,31-03-99,25-04-99,March,April,1999-01,1773,1999-02,1790,90,91,31-03-99,27-06-99,1,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
01-04-99,Thursday,4,1,13,13,04-04-99,1482,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
02-04-99,Friday,5,2,13,13,04-04-99,1482,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
03-04-99,Saturday,6,3,13,13,04-04-99,1482,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
04-04-99,Sunday,7,4,13,13,04-04-99,1482,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
05-04-99,Monday,1,5,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
06-04-99,Tuesday,2,6,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
07-04-99,Wednesday,3,7,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
08-04-99,Thursday,4,8,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
09-04-99,Friday,5,9,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
10-04-99,Saturday,6,10,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
11-04-99,Sunday,7,11,14,14,11-04-99,1531,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
12-04-99,Monday,1,12,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
13-04-99,Tuesday,2,13,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
14-04-99,Wednesday,3,14,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
15-04-99,Thursday,4,15,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
16-04-99,Friday,5,16,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
17-04-99,Saturday,6,17,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
18-04-99,Sunday,7,18,15,15,18-04-99,1579,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
19-04-99,Monday,1,19,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
20-04-99,Tuesday,2,20,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
21-04-99,Wednesday,3,21,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
22-04-99,Thursday,4,22,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
23-04-99,Friday,5,23,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
24-04-99,Saturday,6,24,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
25-04-99,Sunday,7,25,16,16,25-04-99,1627,4,4,1999-04,1687,1999-04,1735,30,28,30-04-99,25-04-99,April,April,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
26-04-99,Monday,1,26,17,17,02-05-99,1474,4,5,1999-04,1687,1999-05,1736,30,35,30-04-99,30-05-99,April,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
27-04-99,Tuesday,2,27,17,17,02-05-99,1474,4,5,1999-04,1687,1999-05,1736,30,35,30-04-99,30-05-99,April,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
28-04-99,Wednesday,3,28,17,17,02-05-99,1474,4,5,1999-04,1687,1999-05,1736,30,35,30-04-99,30-05-99,April,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
29-04-99,Thursday,4,29,17,17,02-05-99,1474,4,5,1999-04,1687,1999-05,1736,30,35,30-04-99,30-05-99,April,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
30-04-99,Friday,5,30,17,17,02-05-99,1474,4,5,1999-04,1687,1999-05,1736,30,35,30-04-99,30-05-99,April,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
01-05-99,Saturday,6,1,17,17,02-05-99,1474,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
02-05-99,Sunday,7,2,17,17,02-05-99,1474,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
03-05-99,Monday,1,3,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
04-05-99,Tuesday,2,4,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
05-05-99,Wednesday,3,5,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
06-05-99,Thursday,4,6,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
07-05-99,Friday,5,7,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
08-05-99,Saturday,6,8,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
09-05-99,Sunday,7,9,18,18,09-05-99,1523,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
10-05-99,Monday,1,10,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
11-05-99,Tuesday,2,11,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
12-05-99,Wednesday,3,12,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
13-05-99,Thursday,4,13,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
14-05-99,Friday,5,14,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
15-05-99,Saturday,6,15,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
16-05-99,Sunday,7,16,19,19,16-05-99,1571,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
17-05-99,Monday,1,17,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
18-05-99,Tuesday,2,18,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
19-05-99,Wednesday,3,19,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
20-05-99,Thursday,4,20,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
21-05-99,Friday,5,21,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
22-05-99,Saturday,6,22,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
23-05-99,Sunday,7,23,20,20,23-05-99,1619,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
24-05-99,Monday,1,24,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
25-05-99,Tuesday,2,25,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
26-05-99,Wednesday,3,26,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
27-05-99,Thursday,4,27,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
28-05-99,Friday,5,28,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
29-05-99,Saturday,6,29,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
30-05-99,Sunday,7,30,21,21,30-05-99,1666,5,5,1999-05,1688,1999-05,1736,31,35,31-05-99,30-05-99,May,May,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
31-05-99,Monday,1,31,22,22,06-06-99,1501,5,6,1999-05,1688,1999-06,1737,31,28,31-05-99,27-06-99,May,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
01-06-99,Tuesday,2,1,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
02-06-99,Wednesday,3,2,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
03-06-99,Thursday,4,3,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
04-06-99,Friday,5,4,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
05-06-99,Saturday,6,5,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
06-06-99,Sunday,7,6,22,22,06-06-99,1501,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
07-06-99,Monday,1,7,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
08-06-99,Tuesday,2,8,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
09-06-99,Wednesday,3,9,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
10-06-99,Thursday,4,10,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
11-06-99,Friday,5,11,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
12-06-99,Saturday,6,12,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
13-06-99,Sunday,7,13,23,23,13-06-99,1549,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
14-06-99,Monday,1,14,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
15-06-99,Tuesday,2,15,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
16-06-99,Wednesday,3,16,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
17-06-99,Thursday,4,17,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
18-06-99,Friday,5,18,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
19-06-99,Saturday,6,19,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
20-06-99,Sunday,7,20,24,24,20-06-99,1597,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
21-06-99,Monday,1,21,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
22-06-99,Tuesday,2,22,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
23-06-99,Wednesday,3,23,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
24-06-99,Thursday,4,24,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
25-06-99,Friday,5,25,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
26-06-99,Saturday,6,26,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
27-06-99,Sunday,7,27,25,25,27-06-99,1645,6,6,1999-06,1689,1999-06,1737,30,28,30-06-99,27-06-99,June,June,1999-02,1774,1999-02,1790,91,91,30-06-99,27-06-99,2,2,1999,1803,1999,1807,365,364,31-12-99,26-12-99
