MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
Chp/Chips                   ,Chips                                     ,311000100,9371,302
#NOM?,Bacon Portn                               ,173000036,9373,665
ad6/AddEgg                  ,Egg Add6in                                ,175000202,9375,1023
adF/AddEgg                  ,Egg AddFt                                 ,174000202,9377,1024
adF/Avocad                  ,Avocado AddFt                             ,174000062,9379,2239
ad6/Avocad                  ,Avocado Add6in                            ,175000062,9381,2240
#NOM?,Avocado Portn                             ,173000062,9383,2306
Sid/Yogurt                  ,Yogurt                                    ,341000103,9385,2552
adF/Ham                     ,Ham AddFt                                 ,174000004,9387,2973
dmF/Ham                     ,Ham ExtrFT                                ,171000004,9389,2974
ad6/Ham                     ,Ham Add6in                                ,175000004,9391,2975
dm6/Ham                     ,Ham Extr6                                 ,172000004,9393,2976
#NOM?,Ham Portn                                 ,173000004,9395,2977
ad6/Tuna                    ,Tuna Add6in                               ,175000006,9397,2991
#NOM?,Tuna Portn                                ,173000006,9399,2992
adF/Turkey                  ,Turkey AddFt                              ,174000012,9401,3009
dmF/Turkey                  ,Turkey ExtrFT                             ,171000012,9403,3010
ad6/Turkey                  ,Turkey Add6in                             ,175000012,9405,3011
dm6/Turkey                  ,Turkey Extr6                              ,172000012,9407,3012
#NOM?,Turkey Portn                              ,173000012,9409,3013
dmF/TrkyHm                  ,Turkey & Ham ExtrFT                       ,171000011,9411,3022
adF/TrkyHm                  ,Turkey & Ham AddFt                        ,174000011,9413,3023
dm6/TrkyHm                  ,Turkey & Ham Extr6                        ,172000011,9415,3024
ad6/TrkyHm                  ,Turkey & Ham Add6in                       ,175000011,9417,3025
#NOM?,Turkey & Ham Portn                        ,173000011,9419,3026
dmF/RstBf                   ,Roast Beef ExtrFT                         ,171000014,9421,3035
adF/RstBf                   ,Roast Beef AddFt                          ,174000014,9423,3036
dm6/RstBf                   ,Roast Beef Extr6                          ,172000014,9425,3037
ad6/RstBf                   ,Roast Beef Add6in                         ,175000014,9427,3038
#NOM?,Roast Beef Portn                          ,173000014,9429,3039
dmF/Melt                    ,Subway Melt ExtrFT                        ,171000015,9431,3048
adF/Melt                    ,Subway Melt AddFt                         ,174000015,9433,3049
dm6/Melt                    ,Subway Melt Extr6                         ,172000015,9435,3050
ad6/Melt                    ,Subway Melt Add6in                        ,175000015,9437,3051
#NOM?,Subway Melt Portn                         ,173000015,9439,3052
adF/Spicy                   ,Spicy Italian AddFt                       ,174000002,9441,3061
dmF/Spicy                   ,Spicy Italian ExtrFT                      ,171000002,9443,3062
ad6/Spicy                   ,Spicy Italian Add6in                      ,175000002,9445,3063
dm6/Spicy                   ,Spicy Italian Extr6                       ,172000002,9447,3064
#NOM?,Spicy Italian Portn                       ,173000002,9449,3065
dmF/B.M.T.                  ,B.M.T. ExtrFT                             ,171000008,9451,3074
adF/B.M.T.                  ,B.M.T. AddFt                              ,174000008,9453,3075
ad6/B.M.T.                  ,B.M.T. Add6in                             ,175000008,9455,3076
dm6/B.M.T.                  ,B.M.T. Extr6                              ,172000008,9457,3077
#NOM?,B.M.T. Portn                              ,173000008,9459,3078
dmF/Club                    ,Subway Club ExtrFT                        ,171000017,9461,3087
adF/Club                    ,Subway Club AddFt                         ,174000017,9463,3088
ad6/Club                    ,Subway Club Add6in                        ,175000017,9465,3089
dm6/Club                    ,Subway Club Extr6                         ,172000017,9467,3090
#NOM?,Subway Club Portn                         ,173000017,9469,3091
adF/ChxTry                  ,Chicken Teriyaki AddFt                    ,174000018,9471,3100
dmF/ChxTry                  ,Chicken Teriyaki ExtrFT                   ,171000018,9473,3101
ad6/ChxTry                  ,Chicken Teriyaki Add6in                   ,175000018,9475,3102
dm6/ChxTry                  ,Chicken Teriyaki Extr6                    ,172000018,9477,3103
#NOM?,Chicken Teriyaki Portn                    ,173000018,9479,3104
dmF/Steak                   ,Steak & Chse ExtrFT                       ,171000050,9481,3113
adF/Steak                   ,Steak & Chse AddFt                        ,174000050,9483,3114
dm6/Steak                   ,Steak & Chse Extr6                        ,172000050,9485,3115
ad6/Steak                   ,Steak & Chse Add6in                       ,175000050,9487,3116
#NOM?,Steak & Chse Portn                        ,173000050,9489,3117
dmF/VegPty                  ,Veggie Patty ExtrFT                       ,171000019,9491,3139
ad6/VegPty                  ,Veggie Patty Add6in                       ,175000019,9493,3141
dm6/VegPty                  ,Veggie Patty Extr6                        ,172000019,9495,3142
#NOM?,Veggie Patty Portn                        ,173000019,9497,3143
ad6/Bacon                   ,Bacon Add6in                              ,175000036,9499,3165
adF/Bacon                   ,Bacon AddFt                               ,174000036,9501,3166
GS3/StdBse                  ,3FT Giant Sub                             ,185000210,9503,3200
PlS/StdBse                  ,Sandwich Platter                          ,181000210,9505,5200
ad6/Cheese                  ,Cheese Add6in                             ,175000037,9507,5210
adF/Cheese                  ,Cheese AddFt                              ,174000037,9509,5211
adF/AmStkM                  ,American Steakhouse Melt AddFt            ,174000669,9511,5400
dmF/AmStkM                  ,American Steakhouse Melt ExtrFT           ,171000669,9513,5402
ad6/AmStkM                  ,American Steakhouse Melt Add6in           ,175000669,9515,5404
dm6/AmStkM                  ,American Steakhouse Melt Extr6            ,172000669,9517,5406
#NOM?,American Steakhouse Melt Portn            ,173000669,9519,5408
dmF/ChkFaj                  ,Chicken Fajita ExtrFT                     ,171000691,9521,5494
adF/ChkFaj                  ,Chicken Fajita AddFt                      ,174000691,9523,5496
dm6/ChkFaj                  ,Chicken Fajita Extr6                      ,172000691,9525,5498
ad6/ChkFaj                  ,Chicken Fajita Add6in                     ,175000691,9527,5500
#NOM?,Chicken Fajita Portn                      ,173000691,9529,5502
BxL/Ham                     ,Ham BoxLn                                 ,186000004,9531,8575
fBd/Ham                     ,Ham FlatBd                                ,122000004,9533,8577
FBx/Ham                     ,Ham FBxLun                                ,187000004,9535,8579
FfB/Ham                     ,Ham FtFbd                                 ,112000004,9537,8581
FtL/Ham                     ,Ham FtLong                                ,111000004,9539,8583
Mni/Ham                     ,Ham Mini                                  ,161000004,9541,8585
Six/Ham                     ,Ham 6 inch                                ,121000004,9543,8587
Sld/Ham                     ,Ham Salad                                 ,131000004,9545,8589
BxL/Turkey                  ,Turkey BoxLn                              ,186000012,9547,8597
fBd/Turkey                  ,Turkey FlatBd                             ,122000012,9549,8599
FBx/Turkey                  ,Turkey FBxLun                             ,187000012,9551,8601
FfB/Turkey                  ,Turkey FtFbd                              ,112000012,9553,8603
FtL/Turkey                  ,Turkey FtLong                             ,111000012,9555,8605
Mni/Turkey                  ,Turkey Mini                               ,161000012,9557,8607
Six/Turkey                  ,Turkey 6 inch                             ,121000012,9559,8609
Sld/Turkey                  ,Turkey Salad                              ,131000012,9561,8611
BxL/Veggie                  ,Veggie Delite BoxLn                       ,186000001,9563,8613
fBd/Veggie                  ,Veggie Delite FlatBd                      ,122000001,9565,8615
FBx/Veggie                  ,Veggie Delite FBxLun                      ,187000001,9567,8617
FfB/Veggie                  ,Veggie Delite FtFbd                       ,112000001,9569,8619
FtL/Veggie                  ,Veggie Delite FtLong                      ,111000001,9571,8621
Mni/Veggie                  ,Veggie Delite Mini                        ,161000001,9573,8623
Six/Veggie                  ,Veggie Delite 6 inch                      ,121000001,9575,8625
Sld/Veggie                  ,Veggie Delite Salad                       ,131000001,9577,8627
BxL/RstBf                   ,Roast Beef BoxLn                          ,186000014,9579,8629
fBd/RstBf                   ,Roast Beef FlatBd                         ,122000014,9581,8631
FBx/RstBf                   ,Roast Beef FBxLun                         ,187000014,9583,8633
FfB/RstBf                   ,Roast Beef FtFbd                          ,112000014,9585,8635
FtL/RstBf                   ,Roast Beef FtLong                         ,111000014,9587,8637
Mni/RstBf                   ,Roast Beef Mini                           ,161000014,9589,8639
Six/RstBf                   ,Roast Beef 6 inch                         ,121000014,9591,8641
Sld/RstBf                   ,Roast Beef Salad                          ,131000014,9593,8643
fBd/RstChx                  ,Rst Chicken FlatBd                        ,122000010,9595,8647
FfB/RstChx                  ,Rst Chicken FtFbd                         ,112000010,9597,8651
FtL/RstChx                  ,Rst Chicken FtLong                        ,111000010,9599,8653
Mni/RstChx                  ,Rst Chicken Mini                          ,161000010,9601,8655
Six/RstChx                  ,Rst Chicken 6 inch                        ,121000010,9603,8657
Sld/RstChx                  ,Rst Chicken Salad                         ,131000010,9605,8659
adF/RstChx                  ,Rst Chicken AddFt                         ,174000010,9607,8661
dmF/RstChx                  ,Rst Chicken ExtrFT                        ,171000010,9609,8663
dm6/RstChx                  ,Rst Chicken Extr6                         ,172000010,9611,8665
ad6/RstChx                  ,Rst Chicken Add6in                        ,175000010,9613,8667
#NOM?,Rst Chicken Portn                         ,173000010,9615,8669
BxL/B.M.T.                  ,B.M.T. BoxLn                              ,186000008,9617,8671
fBd/B.M.T.                  ,B.M.T. FlatBd                             ,122000008,9619,8673
FBx/B.M.T.                  ,B.M.T. FBxLun                             ,187000008,9621,8675
FfB/B.M.T.                  ,B.M.T. FtFbd                              ,112000008,9623,8677
FtL/B.M.T.                  ,B.M.T. FtLong                             ,111000008,9625,8679
Six/B.M.T.                  ,B.M.T. 6 inch                             ,121000008,9627,8681
Sld/B.M.T.                  ,B.M.T. Salad                              ,131000008,9629,8683
BxL/Club                    ,Subway Club BoxLn                         ,186000017,9631,8691
fBd/Club                    ,Subway Club FlatBd                        ,122000017,9633,8693
FBx/Club                    ,Subway Club FBxLun                        ,187000017,9635,8695
FfB/Club                    ,Subway Club FtFbd                         ,112000017,9637,8697
FtL/Club                    ,Subway Club FtLong                        ,111000017,9639,8699
Six/Club                    ,Subway Club 6 inch                        ,121000017,9641,8701
Sld/Club                    ,Subway Club Salad                         ,131000017,9643,8703
fBd/Steak                   ,Steak & Chse FlatBd                       ,122000050,9645,8705
FfB/Steak                   ,Steak & Chse FtFbd                        ,112000050,9647,8707
FtL/Steak                   ,Steak & Chse FtLong                       ,111000050,9649,8709
Six/Steak                   ,Steak & Chse 6 inch                       ,121000050,9651,8711
Sld/Steak                   ,Steak & Chse Salad                        ,131000050,9653,8713
fBd/Melt                    ,Subway Melt FlatBd                        ,122000015,9655,8715
FfB/Melt                    ,Subway Melt FtFbd                         ,112000015,9657,8717
FtL/Melt                    ,Subway Melt FtLong                        ,111000015,9659,8719
Six/Melt                    ,Subway Melt 6 inch                        ,121000015,9661,8721
Sld/Melt                    ,Subway Melt Salad                         ,131000015,9663,8723
BxL/Tuna                    ,Tuna BoxLn                                ,186000006,9665,8725
fBd/Tuna                    ,Tuna FlatBd                               ,122000006,9667,8727
FBx/Tuna                    ,Tuna FBxLun                               ,187000006,9669,8729
FfB/Tuna                    ,Tuna FtFbd                                ,112000006,9671,8731
FtL/Tuna                    ,Tuna FtLong                               ,111000006,9673,8733
Mni/Tuna                    ,Tuna Mini                                 ,161000006,9675,8735
Six/Tuna                    ,Tuna 6 inch                               ,121000006,9677,8737
Sld/Tuna                    ,Tuna Salad                                ,131000006,9679,8739
fBd/ChxTry                  ,Chicken Teriyaki FlatBd                   ,122000018,9681,8741
FfB/ChxTry                  ,Chicken Teriyaki FtFbd                    ,112000018,9683,8743
FtL/ChxTry                  ,Chicken Teriyaki FtLong                   ,111000018,9685,8745
Six/ChxTry                  ,Chicken Teriyaki 6 inch                   ,121000018,9687,8747
Sld/ChxTry                  ,Chicken Teriyaki Salad                    ,131000018,9689,8749
BxL/Spicy                   ,Spicy Italian BoxLn                       ,186000002,9691,8751
fBd/Spicy                   ,Spicy Italian FlatBd                      ,122000002,9693,8753
FBx/Spicy                   ,Spicy Italian FBxLun                      ,187000002,9695,8755
FfB/Spicy                   ,Spicy Italian FtFbd                       ,112000002,9697,8757
FtL/Spicy                   ,Spicy Italian FtLong                      ,111000002,9699,8759
Six/Spicy                   ,Spicy Italian 6 inch                      ,121000002,9701,8761
Sld/Spicy                   ,Spicy Italian Salad                       ,131000002,9703,8763
fBd/VegPty                  ,Veggie Patty FlatBd                       ,122000019,9705,8765
FfB/VegPty                  ,Veggie Patty FtFbd                        ,112000019,9707,8767
FtL/VegPty                  ,Veggie Patty FtLong                       ,111000019,9709,8769
Six/VegPty                  ,Veggie Patty 6 inch                       ,121000019,9711,8771
Sld/VegPty                  ,Veggie Patty Salad                        ,131000019,9713,8773
fBd/ChkFaj                  ,Chicken Fajita FlatBd                     ,122000691,9715,8775
FfB/ChkFaj                  ,Chicken Fajita FtFbd                      ,112000691,9717,8777
FtL/ChkFaj                  ,Chicken Fajita FtLong                     ,111000691,9719,8779
Six/ChkFaj                  ,Chicken Fajita 6 inch                     ,121000691,9721,8781
Sld/ChkFaj                  ,Chicken Fajita Salad                      ,131000691,9723,8783
BxL/TrkyHm                  ,Turkey & Ham BoxLn                        ,186000011,9725,8785
fBd/TrkyHm                  ,Turkey & Ham FlatBd                       ,122000011,9727,8787
FBx/TrkyHm                  ,Turkey & Ham FBxLun                       ,187000011,9729,8789
FfB/TrkyHm                  ,Turkey & Ham FtFbd                        ,112000011,9731,8791
FtL/TrkyHm                  ,Turkey & Ham FtLong                       ,111000011,9733,8793
Six/TrkyHm                  ,Turkey & Ham 6 inch                       ,121000011,9735,8795
Sld/TrkyHm                  ,Turkey & Ham Salad                        ,131000011,9737,8797
fBd/AmStkM                  ,American Steakhouse Melt FlatBd           ,122000669,9739,8799
FfB/AmStkM                  ,American Steakhouse Melt FtFbd            ,112000669,9741,8801
FtL/AmStkM                  ,American Steakhouse Melt FtLong           ,111000669,9743,8803
Six/AmStkM                  ,American Steakhouse Melt 6 inch           ,121000669,9745,8805
Sld/AmStkM                  ,American Steakhouse Melt Salad            ,131000669,9747,8807
BxL/Seafd                   ,Seafood Sensation BoxLn                   ,186000016,9749,8809
fBd/Seafd                   ,Seafood Sensation FlatBd                  ,122000016,9751,8811
FBx/Seafd                   ,Seafood Sensation FBxLun                  ,187000016,9753,8813
FfB/Seafd                   ,Seafood Sensation FtFbd                   ,112000016,9755,8815
FtL/Seafd                   ,Seafood Sensation FtLong                  ,111000016,9757,8817
Six/Seafd                   ,Seafood Sensation 6 inch                  ,121000016,9759,8819
Sld/Seafd                   ,Seafood Sensation Salad                   ,131000016,9761,8821
dm6/Seafd                   ,Seafood Sensation Extr6                   ,172000016,9763,8823
ad6/Seafd                   ,Seafood Sensation Add6in                  ,175000016,9765,8825
#NOM?,Seafood Sensation Portn                   ,173000016,9767,8827
dmF/Seafd                   ,Seafood Sensation ExtrFT                  ,171000016,9769,8829
fBd/BufChx                  ,Buffalo Chix FlatBd                       ,122000044,9771,8837
FfB/BufChx                  ,Buffalo Chix FtFbd                        ,112000044,9773,8839
FtL/BufChx                  ,Buffalo Chix FtLong                       ,111000044,9775,8841
Six/BufChx                  ,Buffalo Chix 6 inch                       ,121000044,9777,8843
Sld/BufChx                  ,Buffalo Chix Salad                        ,131000044,9779,8845
adF/BufChx                  ,Buffalo Chix AddFt                        ,174000044,9781,8847
dmF/BufChx                  ,Buffalo Chix ExtrFT                       ,171000044,9783,8849
dm6/BufChx                  ,Buffalo Chix Extr6                        ,172000044,9785,8851
ad6/BufChx                  ,Buffalo Chix Add6in                       ,175000044,9787,8853
#NOM?,Buffalo Chix Portn                        ,173000044,9789,8855
fBd/ChBcRn                  ,Chicken Bcn Ranch FlatBd                  ,122000021,9791,8857
FfB/ChBcRn                  ,Chicken Bcn Ranch FtFbd                   ,112000021,9793,8859
FtL/ChBcRn                  ,Chicken Bcn Ranch FtLong                  ,111000021,9795,8861
Six/ChBcRn                  ,Chicken Bcn Ranch 6 inch                  ,121000021,9797,8863
Sld/ChBcRn                  ,Chicken Bcn Ranch Salad                   ,131000021,9799,8865
dmF/ChBcRn                  ,Chicken Bcn Ranch ExtrFT                  ,171000021,9801,8867
adF/ChBcRn                  ,Chicken Bcn Ranch AddFt                   ,174000021,9803,8869
dm6/ChBcRn                  ,Chicken Bcn Ranch Extr6                   ,172000021,9805,8871
ad6/ChBcRn                  ,Chicken Bcn Ranch Add6in                  ,175000021,9807,8873
#NOM?,Chicken Bcn Ranch Portn                   ,173000021,9809,8875
fBd/ChpChx                  ,Chptl Chicken FlatBd                      ,122000075,9811,8877
FfB/ChpChx                  ,Chptl Chicken FtFbd                       ,112000075,9813,8879
FtL/ChpChx                  ,Chptl Chicken FtLong                      ,111000075,9815,8881
Six/ChpChx                  ,Chptl Chicken 6 inch                      ,121000075,9817,8883
Sld/ChpChx                  ,Chptl Chicken Salad                       ,131000075,9819,8885
adF/ChpChx                  ,Chptl Chicken AddFt                       ,174000075,9821,8887
dmF/ChpChx                  ,Chptl Chicken ExtrFT                      ,171000075,9823,8889
dm6/ChpChx                  ,Chptl Chicken Extr6                       ,172000075,9825,8891
ad6/ChpChx                  ,Chptl Chicken Add6in                      ,175000075,9827,8893
#NOM?,Chptl Chicken Portn                       ,173000075,9829,8895
fBd/StBcnM                  ,Steak & Bacon Melt FlatBd                 ,122000024,9831,8897
FfB/StBcnM                  ,Steak & Bacon Melt FtFbd                  ,112000024,9833,8899
FtL/StBcnM                  ,Steak & Bacon Melt FtLong                 ,111000024,9835,8901
Six/StBcnM                  ,Steak & Bacon Melt 6 inch                 ,121000024,9837,8903
Sld/StBcnM                  ,Steak & Bacon Melt Salad                  ,131000024,9839,8905
dmF/StBcnM                  ,Steak & Bacon Melt ExtrFT                 ,171000024,9841,8907
adF/StBcnM                  ,Steak & Bacon Melt AddFt                  ,174000024,9843,8909
dm6/StBcnM                  ,Steak & Bacon Melt Extr6                  ,172000024,9845,8911
ad6/StBcnM                  ,Steak & Bacon Melt Add6in                 ,175000024,9847,8913
#NOM?,Steak & Bacon Melt Portn                  ,173000024,9849,8915
fBd/AmStCz                  ,AmerStkChorizo FlatBd                     ,122000751,9851,8917
FfB/AmStCz                  ,AmerStkChorizo FtFbd                      ,112000751,9853,8919
FtL/AmStCz                  ,AmerStkChorizo FtLong                     ,111000751,9855,8921
Six/AmStCz                  ,AmerStkChorizo 6 inch                     ,121000751,9857,8923
Sld/AmStCz                  ,AmerStkChorizo Salad                      ,131000751,9859,8925
dmF/AmStCz                  ,AmerStkChorizo ExtrFT                     ,171000751,9861,8927
adF/AmStCz                  ,AmerStkChorizo AddFt                      ,174000751,9863,8929
dm6/AmStCz                  ,AmerStkChorizo Extr6                      ,172000751,9865,8931
ad6/AmStCz                  ,AmerStkChorizo Add6in                     ,175000751,9867,8933
#NOM?,AmerStkChorizo Portn                      ,173000751,9869,8935
fBd/CkFjAv                  ,Chicken Fajita Avo FlatBd                 ,122000777,9871,8937
FfB/CkFjAv                  ,Chicken Fajita Avo FtFbd                  ,112000777,9873,8939
FtL/CkFjAv                  ,Chicken Fajita Avo FtLong                 ,111000777,9875,8941
Six/CkFjAv                  ,Chicken Fajita Avo 6 inch                 ,121000777,9877,8943
Sld/CkFjAv                  ,Chicken Fajita Avo Salad                  ,131000777,9879,8945
dmF/CkFjAv                  ,Chicken Fajita Avo ExtrFT                 ,171000777,9881,8947
adF/CkFjAv                  ,Chicken Fajita Avo AddFt                  ,174000777,9883,8949
dm6/CkFjAv                  ,Chicken Fajita Avo Extr6                  ,172000777,9885,8951
ad6/CkFjAv                  ,Chicken Fajita Avo Add6in                 ,175000777,9887,8953
#NOM?,Chicken Fajita Avo Portn                  ,173000777,9889,8955
6Bf/EggChs                  ,Egg & Cheese 6BkfFb                       ,124000032,9891,8957
6Bk/EggChs                  ,Egg & Cheese SixBkf                       ,123000032,9893,8959
Bkf/EggChs                  ,Egg & Cheese FtbkFb                       ,114000032,9895,8961
FbK/EggChs                  ,Egg & Cheese Ftbk                         ,113000032,9897,8963
6Bf/BcnEgg                  ,Bacon Egg & Cheese 6BkfFb                 ,124000030,9899,8965
6Bk/BcnEgg                  ,Bacon Egg & Cheese SixBkf                 ,123000030,9901,8967
Bkf/BcnEgg                  ,Bacon Egg & Cheese FtbkFb                 ,114000030,9903,8969
FbK/BcnEgg                  ,Bacon Egg & Cheese Ftbk                   ,113000030,9905,8971
6Bf/HamEgg                  ,Ham & Egg 6BkfFb                          ,124000033,9907,8973
6Bk/HamEgg                  ,Ham & Egg SixBkf                          ,123000033,9909,8975
Bkf/HamEgg                  ,Ham & Egg FtbkFb                          ,114000033,9911,8977
FbK/HamEgg                  ,Ham & Egg Ftbk                            ,113000033,9913,8979
6Bf/StkEgg                  ,"Stk, Egg & Chs 6BkfFb                     ",124000031,9915,8981
6Bk/StkEgg                  ,"Stk, Egg & Chs SixBkf                     ",123000031,9917,8983
Bkf/StkEgg                  ,"Stk, Egg & Chs FtbkFb                     ",114000031,9919,8985
FbK/StkEgg                  ,"Stk, Egg & Chs Ftbk                       ",113000031,9921,8987
#NOM?,Pepperoni Portn                           ,173000040,9923,8989
adF/Pproni                  ,Pepperoni AddFt                           ,174000040,9925,8991
ad6/Pproni                  ,Pepperoni Add6in                          ,175000040,9927,8993
ad6/Choriz                  ,Chorizo Add6in                            ,175000752,9929,8995
adF/Choriz                  ,Chorizo AddFt                             ,174000752,9931,8997
#NOM?,Chorizo Portn                             ,173000752,9933,8999
PlS/ComboPltr               ,ComboPltr SndPlt                          ,181000373,9935,9001
PlS/MeatCh                  ,MeatChsPlatter SndPlt                     ,181000228,9937,9003
PlS/SFsFit                  ,Subway Fresh Fit SndPlt                   ,181000208,9939,9005
PlS/Veggie                  ,Veggie Delite SndPlt                      ,181000001,9941,9007
Btl/Milk                    ,Milk BtlDrk                               ,221000137,9943,9009
Btl/JuceBx                  ,Juice Box BtlDrk                          ,221000136,9945,9011
H8/Coffee8                  ,Coffee8 8Hot                              ,233000413,9947,9013
H8/8Capp                    ,8oz Cappuccino 8Hot                       ,233000723,9949,9015
H8/8HTea                    ,8oz Hot Tea 8Hot                          ,233000643,9951,9017
H8/HotChoc8                 ,HotChoc8 8Hot                             ,233000410,9953,9019
H8/Latte                    ,Latte 8Hot                                ,233000687,9955,9021
H12/12Coff                  ,12oz Coffee 12Hot                         ,231000111,9957,9023
H12/12Capp                  ,12oz Cappuccino 12Hot                     ,231000596,9959,9025
H12/12Tea                   ,12oz Tea 12Hot                            ,231000114,9961,9027
H12/12HMocDELETE040715      ,12oz Hot Mocha 12HotDELETE040715          ,231000518,9963,9029
H12/Latte                   ,Latte 12Hot                               ,231000687,9965,9031
H8/Esprso                   ,Espresso 8Hot                             ,233000688,9967,9033
Sid/Apples                  ,Apples Side                               ,341000102,9969,9035
Sid/Donut                   ,Donut Side                                ,341000686,9971,9037
Sid/Muffin                  ,Muffin Side                               ,341000108,9973,9039
fBd/MMDbCh                  ,Mtb Marinara Dbl Chs FlatBd               ,122000775,9975,8509
FfB/MMDbCh                  ,Mtb Marinara Dbl Chs FtFbd                ,112000775,9977,8511
FtL/MMDbCh                  ,Mtb Marinara Dbl Chs FtLong               ,111000775,9979,8513
Six/MMDbCh                  ,Mtb Marinara Dbl Chs 6 inch               ,121000775,9981,8515
Sld/MMDbCh                  ,Mtb Marinara Dbl Chs Salad                ,131000775,9983,8517
Wrp/MMDbCh                  ,Mtb Marinara Dbl Chs Wrap                 ,162000775,9985,8519
fBd/TunaBc                  ,Tuna Melt w/ Bacon FlatBd                 ,122000171,9987,8521
FfB/TunaBc                  ,Tuna Melt w/ Bacon FtFbd                  ,112000171,9989,8523
FtL/TunaBc                  ,Tuna Melt w/ Bacon FtLong                 ,111000171,9991,8525
Six/TunaBc                  ,Tuna Melt w/ Bacon 6 inch                 ,121000171,9993,8527
Sld/TunaBc                  ,Tuna Melt w/ Bacon Salad                  ,131000171,9995,8529
Wrp/TunaBc                  ,Tuna Melt w/ Bacon Wrap                   ,162000171,9997,8531
ad6/CknJal                  ,Chkn Jalapeno Add6in                      ,175000774,9999,8317
#NOM?,Chkn Jalapeno Portn                       ,173000774,10001,8321
adF/CknJal                  ,Chkn Jalapeno AddFt                       ,174000774,10003,8323
Soup10Soup                  ,10oz Soup Soup                            ,331000118,10005,9137
H12/HotChoc12               ,HotChoc12 12Hot                           ,231000115,10007,9029
fBd/RstChx                  ,Rst Chicken FlatBd                        ,122000010,10009,9145
fBd/RstChx                  ,Rst Chicken FlatBd                        ,122000010,10011,9145
Sid/WalPretzel              ,Walmart Pretzel Side                      ,341000356,10013,9139
Sid/WalPopcornBag           ,Walmart Popcorn Bag Side                  ,341000365,10015,9141
Sid/WalPopcornCart          ,Walmart Popcorn Carton Side               ,341000364,10017,9143
6Bf/MedBkf                  ,Medit Bkfst 6BkfFb                        ,124000772,10019,9149
6Bk/MedBkf                  ,Medit Bkfst SixBkf                        ,123000772,10021,9151
Bkf/MedBkf                  ,Medit Bkfst FtbkFb                        ,114000772,10023,9153
FbK/MedBkf                  ,Medit Bkfst Ftbk                          ,113000772,10025,9155
ad6/CrCkEn                  ,Chk Enchilada Add6in                      ,175000345,10027,9159
adF/CrCkEn                  ,Chk Enchilada AddFt                       ,174000345,10029,9161
#NOM?,Chk Enchilada Portn                       ,173000345,10031,9163
fBd/CChGua                  ,ChipChMltGuac FlatBd                      ,122000776,10033,8533
FfB/CChGua                  ,ChipChMltGuac FtFbd                       ,112000776,10035,8535
FtL/CChGua                  ,ChipChMltGuac FtLong                      ,111000776,10037,8537
Six/CChGua                  ,ChipChMltGuac 6 inch                      ,121000776,10039,8539
Sld/CChGua                  ,ChipChMltGuac Salad                       ,131000776,10041,8541
Wrp/CChGua                  ,ChipChMltGuac Wrap                        ,162000776,10043,8543
dmF/CChGua                  ,ChipChMltGuac ExtrFT                      ,171000776,10045,8545
adF/CChGua                  ,ChipChMltGuac AddFt                       ,174000776,10047,8547
ad6/CChGua                  ,ChipChMltGuac Add6in                      ,175000776,10049,8549
dm6/CChGua                  ,ChipChMltGuac Extr6                       ,172000776,10051,8551
fBd/CChGua                  ,ChipChMltGuac FlatBd                      ,122000776,10053,8553
FfB/CChGua                  ,ChipChMltGuac FtFbd                       ,112000776,10055,8555
FtL/CChGua                  ,ChipChMltGuac FtLong                      ,111000776,10057,8557
Six/CChGua                  ,ChipChMltGuac 6 inch                      ,121000776,10059,8559
Sld/CChGua                  ,ChipChMltGuac Salad                       ,131000776,10061,8561
#NOM?,Guacamole Portn                           ,173000753,10063,8833
ad6/Guac                    ,Guacamole Add6in                          ,175000753,10065,8831
adF/Guac                    ,Guacamole AddFt                           ,174000753,10067,8835
ad6/TkBcGu                  ,TkyBcnGuac Add6in                         ,175000052,10069,9045
adF/TkBcGu                  ,TkyBcnGuac AddFt                          ,174000052,10071,9047
Wrp/TkBcGu                  ,TkyBcnGuac Wrap                           ,162000052,10073,9049
BxL/SUBItm                  ,SUBWAYItem BoxLn                          ,186000512,10075,9071
fBd/SUBItm                  ,SUBWAYItem FlatBd                         ,122000512,10077,9073
FBx/SUBItm                  ,SUBWAYItem FBxLun                         ,187000512,10079,9075
FfB/SUBItm                  ,SUBWAYItem FtFbd                          ,112000512,10081,9077
FtL/SUBItm                  ,SUBWAYItem FtLong                         ,111000512,10083,9079
Mni/SUBItm                  ,SUBWAYItem Mini                           ,161000512,10085,9081
Six/SUBItm                  ,SUBWAYItem 6 inch                         ,121000512,10087,9083
Sld/SUBItm                  ,SUBWAYItem Salad                          ,131000512,10089,9085
Wrp/SUBItm                  ,SUBWAYItem Wrap                           ,162000512,10091,9087
6Bf/SUBItm                  ,SUBWAYItem 6BkfFb                         ,124000512,10093,9103
6Bk/SUBItm                  ,SUBWAYItem SixBkf                         ,123000512,10095,9105
Bkf/SUBItm                  ,SUBWAYItem FtbkFb                         ,114000512,10097,9107
FbK/SUBItm                  ,SUBWAYItem Ftbk                           ,113000512,10099,9109
fBd/TkBcGu                  ,TkyBcnGuac FlatBd                         ,122000052,10101,9053
FfB/TkBcGu                  ,TkyBcnGuac FtFbd                          ,112000052,10103,9057
FtL/TkBcGu                  ,TkyBcnGuac FtLong                         ,111000052,10105,9059
Six/TkBcGu                  ,TkyBcnGuac 6 inch                         ,121000052,10107,9061
